I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.021,0.071,0.05,-0.046,-0.014,0.06,0.005,-0.08,-0.11,-0.129,-0.115,-0.11
0.019,0.07,0.051,-0.044,-0.016,0.06,0.005,-0.08,-0.11,-0.13,-0.115,-0.11
0.022,0.07,0.048,-0.046,-0.013,0.059,0.005,-0.08,-0.11,-0.13,-0.115,-0.11
0.025,0.07,0.045,-0.048,-0.01,0.057,0.005,-0.08,-0.11,-0.13,-0.115,-0.109
0.025,0.07,0.045,-0.048,-0.01,0.057,0.005,-0.08,-0.11,-0.13,-0.115,-0.105
0.025,0.07,0.045,-0.048,-0.01,0.057,0.001,-0.08,-0.11,-0.13,-0.115,-0.105
0.028,0.07,0.042,-0.049,-0.007,0.056,-0.001,-0.08,-0.11,-0.13,-0.115,-0.105
0.03,0.07,0.04,-0.05,-0.005,0.055,0.002,-0.08,-0.11,-0.13,-0.115,-0.105
0.03,0.07,0.04,-0.05,-0.005,0.055,0.006,-0.08,-0.11,-0.13,-0.115,-0.104
0.03,0.07,0.04,-0.05,-0.005,0.055,0.01,-0.08,-0.11,-0.13,-0.115,-0.105
0.03,0.07,0.04,-0.05,-0.005,0.055,0.014,-0.08,-0.11,-0.13,-0.115,-0.117
0.033,0.07,0.037,-0.052,-0.002,0.053,0.016,-0.08,-0.11,-0.13,-0.115,-0.127
0.035,0.07,0.034,-0.053,0.0,0.052,0.013,-0.08,-0.11,-0.13,-0.115,-0.133
0.035,0.07,0.035,-0.053,0.0,0.052,0.01,-0.08,-0.11,-0.129,-0.115,-0.134
0.035,0.07,0.035,-0.053,0.0,0.052,0.01,-0.08,-0.11,-0.125,-0.115,-0.13
0.033,0.068,0.035,-0.051,-0.001,0.051,0.01,-0.08,-0.11,-0.125,-0.115,-0.13
0.051,0.083,0.032,-0.067,0.01,0.057,0.01,-0.08,-0.11,-0.125,-0.115,-0.13
0.061,0.09,0.029,-0.075,0.015,0.06,0.01,-0.08,-0.11,-0.125,-0.115,-0.13
0.054,0.084,0.03,-0.069,0.011,0.057,0.01,-0.081,-0.11,-0.125,-0.115,-0.13
0.055,0.085,0.03,-0.07,0.012,0.057,0.01,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.085,0.03,-0.07,0.012,0.057,0.01,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.085,0.031,-0.07,0.012,0.058,0.01,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.083,0.028,-0.069,0.013,0.055,0.01,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.08,0.025,-0.068,0.015,0.052,0.01,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.08,0.025,-0.068,0.015,0.052,0.01,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.08,0.025,-0.068,0.015,0.052,0.01,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.081,0.026,-0.068,0.015,0.053,0.007,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.078,0.023,-0.067,0.016,0.05,0.004,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.075,0.02,-0.065,0.017,0.047,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.075,0.02,-0.065,0.017,0.047,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.055,0.075,0.02,-0.065,0.017,0.047,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.054,0.075,0.021,-0.065,0.016,0.047,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.057,0.075,0.018,-0.066,0.019,0.046,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.05,0.074,0.024,-0.062,0.013,0.049,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.025,0.07,0.045,-0.048,-0.01,0.057,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.02,0.07,0.05,-0.045,-0.015,0.06,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.02,0.07,0.05,-0.045,-0.015,0.06,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.02,0.07,0.05,-0.045,-0.015,0.06,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.019,0.069,0.05,-0.044,-0.015,0.06,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.015,0.065,0.05,-0.04,-0.018,0.057,0.005,-0.085,-0.11,-0.125,-0.115,-0.13
0.015,0.065,0.05,-0.04,-0.018,0.057,0.001,-0.085,-0.11,-0.125,-0.115,-0.13
0.015,0.065,0.05,-0.04,-0.018,0.057,0.0,-0.085,-0.11,-0.122,-0.112,-0.127
0.016,0.065,0.05,-0.04,-0.018,0.057,-0.002,-0.085,-0.11,-0.119,-0.109,-0.124
0.014,0.065,0.051,-0.039,-0.019,0.057,-0.006,-0.085,-0.109,-0.12,-0.11,-0.125
0.01,0.065,0.055,-0.038,-0.023,0.06,-0.005,-0.085,-0.11,-0.12,-0.11,-0.125
0.014,0.069,0.055,-0.042,-0.021,0.062,-0.005,-0.085,-0.127,-0.12,-0.11,-0.125
0.016,0.07,0.055,-0.043,-0.02,0.062,-0.008,-0.082,-0.129,-0.12,-0.11,-0.125
0.015,0.07,0.055,-0.043,-0.02,0.062,-0.011,-0.079,-0.124,-0.12,-0.11,-0.125
0.015,0.07,0.055,-0.043,-0.02,0.062,-0.01,-0.08,-0.125,-0.12,-0.11,-0.125
0.015,0.07,0.055,-0.043,-0.02,0.062,-0.01,-0.08,-0.125,-0.12,-0.11,-0.125
0.015,0.07,0.055,-0.043,-0.02,0.062,-0.014,-0.08,-0.125,-0.12,-0.106,-0.125
0.014,0.07,0.056,-0.043,-0.021,0.062,-0.016,-0.08,-0.125,-0.12,-0.105,-0.125
0.017,0.07,0.053,-0.044,-0.018,0.061,-0.014,-0.08,-0.125,-0.12,-0.105,-0.125
0.02,0.07,0.05,-0.045,-0.015,0.06,-0.016,-0.08,-0.125,-0.12,-0.105,-0.125
0.02,0.07,0.05,-0.045,-0.015,0.06,-0.02,-0.08,-0.125,-0.12,-0.105,-0.125
0.02,0.07,0.05,-0.045,-0.015,0.06,-0.02,-0.08,-0.125,-0.116,-0.105,-0.121
0.023,0.07,0.047,-0.047,-0.012,0.058,-0.02,-0.08,-0.125,-0.115,-0.105,-0.12
0.026,0.07,0.044,-0.048,-0.009,0.057,-0.018,-0.08,-0.125,-0.115,-0.105,-0.12
0.025,0.07,0.045,-0.048,-0.01,0.057,-0.015,-0.08,-0.125,-0.115,-0.104,-0.12
0.025,0.07,0.045,-0.048,-0.01,0.057,-0.015,-0.08,-0.125,-0.115,-0.1,-0.12
0.029,0.07,0.041,-0.05,-0.006,0.055,-0.015,-0.08,-0.121,-0.115,-0.1,-0.12
0.03,0.07,0.04,-0.05,-0.005,0.055,-0.015,-0.08,-0.12,-0.115,-0.1,-0.12
0.03,0.07,0.04,-0.05,-0.005,0.055,-0.015,-0.08,-0.12,-0.115,-0.1,-0.12
0.03,0.07,0.04,-0.05,-0.005,0.055,-0.015,-0.08,-0.12,-0.115,-0.1,-0.12
0.03,0.07,0.04,-0.05,-0.005,0.055,-0.015,-0.08,-0.12,-0.115,-0.1,-0.12
0.029,0.07,0.041,-0.05,-0.006,0.055,-0.015,-0.08,-0.12,-0.115,-0.1,-0.12
0.033,0.07,0.037,-0.051,-0.002,0.054,-0.012,-0.08,-0.12,-0.115,-0.1,-0.121
0.02,0.07,0.05,-0.045,-0.015,0.06,-0.009,-0.08,-0.12,-0.115,-0.1,-0.118
0.003,0.079,0.076,-0.041,-0.037,0.077,-0.01,-0.08,-0.12,-0.114,-0.099,-0.124
0.005,0.095,0.09,-0.05,-0.043,0.092,-0.01,-0.08,-0.12,-0.11,-0.095,-0.14
0.005,0.091,0.086,-0.049,-0.041,0.088,-0.01,-0.08,-0.12,-0.11,-0.095,-0.137
0.005,0.09,0.085,-0.048,-0.04,0.087,-0.01,-0.08,-0.12,-0.11,-0.095,-0.134
0.005,0.088,0.083,-0.047,-0.039,0.085,-0.01,-0.08,-0.12,-0.11,-0.095,-0.135
0.005,0.085,0.079,-0.045,-0.038,0.082,-0.01,-0.079,-0.119,-0.11,-0.095,-0.135
0.005,0.085,0.08,-0.045,-0.038,0.082,-0.01,-0.075,-0.115,-0.11,-0.095,-0.135
0.0,0.081,0.081,-0.04,-0.04,0.081,-0.006,-0.075,-0.115,-0.11,-0.095,-0.131
0.003,0.08,0.077,-0.042,-0.037,0.078,-0.005,-0.075,-0.115,-0.11,-0.095,-0.13
0.003,0.078,0.075,-0.041,-0.036,0.076,-0.005,-0.075,-0.115,-0.11,-0.095,-0.13
0.0,0.075,0.074,-0.038,-0.037,0.074,-0.005,-0.075,-0.115,-0.11,-0.095,-0.13
0.005,0.075,0.07,-0.04,-0.033,0.072,-0.005,-0.075,-0.115,-0.11,-0.095,-0.13
0.001,0.071,0.07,-0.036,-0.034,0.07,-0.005,-0.075,-0.115,-0.11,-0.095,-0.126
-0.001,0.07,0.071,-0.035,-0.036,0.071,-0.005,-0.075,-0.115,-0.111,-0.095,-0.125
0.002,0.068,0.066,-0.035,-0.032,0.067,-0.005,-0.075,-0.115,-0.108,-0.095,-0.125
0.006,0.065,0.059,-0.035,-0.027,0.061,-0.005,-0.075,-0.115,-0.105,-0.095,-0.125
0.01,0.065,0.055,-0.038,-0.023,0.06,-0.005,-0.075,-0.115,-0.105,-0.095,-0.125
0.014,0.061,0.047,-0.038,-0.016,0.053,-0.001,-0.075,-0.115,-0.105,-0.095,-0.125
0.018,0.06,0.042,-0.039,-0.012,0.051,0.0,-0.076,-0.116,-0.105,-0.095,-0.122
0.022,0.058,0.036,-0.04,-0.007,0.047,0.0,-0.073,-0.113,-0.105,-0.095,-0.119
0.026,0.055,0.029,-0.041,-0.002,0.041,0.0,-0.07,-0.11,-0.105,-0.095,-0.12
0.03,0.055,0.025,-0.043,0.002,0.04,0.0,-0.07,-0.11,-0.105,-0.095,-0.12
0.03,0.051,0.021,-0.04,0.005,0.036,0.004,-0.07,-0.11,-0.105,-0.095,-0.12
0.031,0.05,0.019,-0.04,0.006,0.035,0.005,-0.07,-0.11,-0.105,-0.095,-0.117
0.028,0.048,0.021,-0.038,0.003,0.034,0.005,-0.07,-0.11,-0.105,-0.095,-0.114
0.026,0.045,0.019,-0.035,0.003,0.031,0.005,-0.07,-0.11,-0.105,-0.095,-0.115
0.03,0.045,0.015,-0.038,0.007,0.03,0.005,-0.07,-0.11,-0.105,-0.095,-0.115
0.027,0.041,0.015,-0.034,0.006,0.028,0.009,-0.07,-0.11,-0.105,-0.095,-0.115
0.021,0.037,0.016,-0.03,0.002,0.026,0.01,-0.07,-0.11,-0.102,-0.092,-0.116
0.02,0.033,0.013,-0.027,0.003,0.023,0.01,-0.07,-0.11,-0.099,-0.089,-0.113
0.019,0.029,0.01,-0.024,0.005,0.019,0.01,-0.07,-0.11,-0.1,-0.09,-0.11
0.015,0.025,0.01,-0.02,0.002,0.017,0.01,-0.07,-0.11,-0.1,-0.09,-0.11
0.015,0.025,0.01,-0.02,0.002,0.017,0.01,-0.07,-0.11,-0.096,-0.09,-0.11
0.012,0.022,0.01,-0.017,0.001,0.016,0.013,-0.067,-0.107,-0.095,-0.091,-0.11
0.009,0.018,0.009,-0.014,0.0,0.013,0.016,-0.064,-0.104,-0.095,-0.088,-0.11
0.01,0.014,0.004,-0.013,0.003,0.009,0.015,-0.065,-0.105,-0.095,-0.085,-0.11
0.01,0.01,0.0,-0.01,0.005,0.005,0.015,-0.065,-0.105,-0.095,-0.085,-0.11
0.005,0.006,0.0,-0.005,0.002,0.002,0.015,-0.065,-0.105,-0.091,-0.085,-0.11
0.008,0.005,-0.003,-0.006,0.005,0.001,0.018,-0.062,-0.105,-0.09,-0.085,-0.107
0.008,0.003,-0.005,-0.005,0.006,-0.001,0.021,-0.059,-0.105,-0.09,-0.085,-0.104
0.005,-0.001,-0.006,-0.002,0.006,-0.003,0.02,-0.06,-0.105,-0.09,-0.085,-0.105
0.01,0.0,-0.01,-0.005,0.01,-0.005,0.02,-0.06,-0.105,-0.09,-0.085,-0.105
0.01,0.0,-0.01,-0.006,0.01,-0.005,0.02,-0.06,-0.101,-0.086,-0.081,-0.105
0.009,-0.003,-0.012,-0.003,0.011,-0.008,0.02,-0.057,-0.1,-0.084,-0.08,-0.105
0.012,-0.005,-0.018,-0.003,0.015,-0.011,0.02,-0.054,-0.1,-0.086,-0.08,-0.105
0.015,-0.005,-0.02,-0.005,0.018,-0.012,0.02,-0.055,-0.1,-0.084,-0.08,-0.105
0.015,-0.005,-0.02,-0.005,0.018,-0.012,0.02,-0.055,-0.1,-0.08,-0.08,-0.105
0.02,-0.005,-0.024,-0.007,0.023,-0.014,0.02,-0.055,-0.1,-0.08,-0.08,-0.101
0.017,-0.008,-0.025,-0.004,0.021,-0.016,0.02,-0.056,-0.1,-0.08,-0.077,-0.1
0.016,-0.011,-0.027,-0.003,0.022,-0.018,0.02,-0.053,-0.1,-0.08,-0.074,-0.1
0.02,-0.01,-0.03,-0.005,0.025,-0.02,0.02,-0.05,-0.099,-0.079,-0.075,-0.1
0.02,-0.01,-0.03,-0.005,0.025,-0.02,0.02,-0.05,-0.095,-0.075,-0.075,-0.1
0.025,-0.01,-0.034,-0.007,0.029,-0.021,0.02,-0.05,-0.095,-0.075,-0.075,-0.1
0.022,-0.013,-0.035,-0.004,0.029,-0.024,0.02,-0.051,-0.095,-0.075,-0.075,-0.1
0.02,-0.016,-0.035,-0.001,0.028,-0.025,0.02,-0.048,-0.095,-0.075,-0.075,-0.1
0.02,-0.015,-0.034,-0.002,0.028,-0.025,0.02,-0.045,-0.095,-0.075,-0.074,-0.1
0.02,-0.015,-0.035,-0.002,0.028,-0.025,0.02,-0.045,-0.095,-0.075,-0.07,-0.1
0.028,-0.019,-0.047,-0.004,0.038,-0.033,0.02,-0.045,-0.095,-0.075,-0.07,-0.096
0.034,-0.02,-0.054,-0.007,0.044,-0.037,0.02,-0.045,-0.095,-0.075,-0.07,-0.095
0.035,-0.02,-0.055,-0.007,0.045,-0.037,0.02,-0.045,-0.095,-0.075,-0.07,-0.095
0.035,-0.02,-0.055,-0.007,0.045,-0.037,0.02,-0.044,-0.094,-0.075,-0.07,-0.095
0.035,-0.02,-0.055,-0.007,0.045,-0.037,0.02,-0.04,-0.09,-0.075,-0.07,-0.095
0.031,-0.024,-0.055,-0.003,0.043,-0.04,0.02,-0.04,-0.09,-0.075,-0.07,-0.095
0.03,-0.025,-0.055,-0.002,0.043,-0.04,0.02,-0.04,-0.09,-0.075,-0.07,-0.095
0.03,-0.025,-0.055,-0.002,0.043,-0.04,0.02,-0.04,-0.09,-0.075,-0.07,-0.095
0.03,-0.025,-0.055,-0.002,0.043,-0.04,0.02,-0.04,-0.09,-0.075,-0.07,-0.095
0.03,-0.025,-0.055,-0.002,0.043,-0.04,0.02,-0.04,-0.09,-0.075,-0.07,-0.095
0.026,-0.029,-0.055,0.002,0.041,-0.042,0.02,-0.04,-0.09,-0.075,-0.07,-0.095
0.025,-0.03,-0.055,0.003,0.04,-0.042,0.02,-0.04,-0.091,-0.075,-0.07,-0.095
0.025,-0.03,-0.055,0.003,0.04,-0.042,0.02,-0.04,-0.088,-0.075,-0.07,-0.095
0.025,-0.03,-0.055,0.003,0.04,-0.042,0.02,-0.04,-0.085,-0.075,-0.07,-0.094
0.025,-0.03,-0.055,0.003,0.04,-0.042,0.02,-0.04,-0.085,-0.075,-0.07,-0.09
0.029,-0.03,-0.059,0.0,0.044,-0.045,0.016,-0.04,-0.085,-0.075,-0.07,-0.09
0.03,-0.03,-0.06,0.0,0.045,-0.045,0.015,-0.04,-0.085,-0.075,-0.07,-0.09
0.03,-0.03,-0.06,0.0,0.045,-0.045,0.015,-0.04,-0.085,-0.075,-0.07,-0.09
0.03,-0.03,-0.06,0.0,0.045,-0.045,0.015,-0.04,-0.085,-0.075,-0.07,-0.09
0.03,-0.03,-0.06,0.0,0.045,-0.045,0.015,-0.04,-0.085,-0.075,-0.07,-0.09
0.03,-0.03,-0.06,0.0,0.045,-0.045,0.015,-0.04,-0.085,-0.075,-0.07,-0.09
0.03,-0.03,-0.06,0.0,0.045,-0.045,0.015,-0.04,-0.082,-0.075,-0.07,-0.09
0.028,-0.032,-0.06,0.002,0.044,-0.046,0.015,-0.04,-0.079,-0.075,-0.07,-0.09
0.024,-0.036,-0.06,0.006,0.042,-0.048,0.015,-0.04,-0.08,-0.075,-0.07,-0.09
0.02,-0.04,-0.06,0.01,0.04,-0.05,0.015,-0.04,-0.08,-0.075,-0.07,-0.09
0.016,-0.044,-0.06,0.014,0.038,-0.052,0.015,-0.04,-0.08,-0.075,-0.07,-0.09
0.015,-0.045,-0.06,0.015,0.038,-0.052,0.015,-0.04,-0.08,-0.075,-0.067,-0.089
0.014,-0.047,-0.06,0.017,0.037,-0.053,0.015,-0.04,-0.08,-0.075,-0.064,-0.092
0.009,-0.05,-0.059,0.021,0.034,-0.055,0.015,-0.04,-0.08,-0.075,-0.065,-0.095
0.005,-0.05,-0.055,0.023,0.03,-0.052,0.015,-0.04,-0.08,-0.075,-0.065,-0.095
0.0,-0.054,-0.055,0.027,0.028,-0.054,0.015,-0.04,-0.08,-0.075,-0.065,-0.095
0.001,-0.055,-0.056,0.028,0.029,-0.055,0.015,-0.037,-0.077,-0.075,-0.065,-0.095
-0.004,-0.057,-0.053,0.03,0.025,-0.055,0.015,-0.034,-0.074,-0.075,-0.065,-0.095
-0.011,-0.061,-0.05,0.036,0.019,-0.055,0.015,-0.035,-0.075,-0.075,-0.065,-0.095
-0.01,-0.06,-0.05,0.035,0.02,-0.055,0.015,-0.035,-0.075,-0.075,-0.065,-0.095
-0.005,-0.056,-0.05,0.03,0.023,-0.053,0.015,-0.035,-0.075,-0.075,-0.065,-0.095
-0.008,-0.055,-0.047,0.032,0.02,-0.051,0.015,-0.035,-0.075,-0.075,-0.066,-0.095
-0.009,-0.053,-0.044,0.031,0.018,-0.049,0.015,-0.035,-0.075,-0.075,-0.063,-0.095
-0.004,-0.05,-0.045,0.028,0.02,-0.047,0.015,-0.035,-0.075,-0.075,-0.06,-0.095
-0.005,-0.05,-0.045,0.028,0.02,-0.047,0.015,-0.035,-0.075,-0.075,-0.06,-0.095
-0.005,-0.046,-0.041,0.025,0.018,-0.043,0.015,-0.035,-0.075,-0.075,-0.06,-0.095
-0.006,-0.045,-0.039,0.025,0.017,-0.042,0.014,-0.035,-0.075,-0.075,-0.06,-0.095
-0.003,-0.043,-0.041,0.023,0.019,-0.042,0.017,-0.035,-0.075,-0.075,-0.06,-0.095
-0.001,-0.04,-0.039,0.02,0.019,-0.039,0.02,-0.035,-0.075,-0.075,-0.06,-0.095
-0.005,-0.04,-0.035,0.023,0.015,-0.037,0.02,-0.035,-0.075,-0.075,-0.06,-0.095
-0.001,-0.036,-0.035,0.019,0.017,-0.035,0.02,-0.031,-0.075,-0.075,-0.06,-0.095
0.001,-0.035,-0.036,0.018,0.019,-0.035,0.02,-0.03,-0.075,-0.075,-0.06,-0.095
0.0,-0.033,-0.033,0.017,0.017,-0.033,0.02,-0.03,-0.075,-0.075,-0.059,-0.095
0.0,-0.03,-0.03,0.015,0.015,-0.03,0.02,-0.03,-0.075,-0.075,-0.061,-0.095
0.0,-0.03,-0.03,0.015,0.015,-0.03,0.02,-0.03,-0.075,-0.075,-0.07,-0.095
0.005,-0.026,-0.03,0.01,0.018,-0.028,0.02,-0.03,-0.075,-0.075,-0.075,-0.095
0.002,-0.025,-0.027,0.012,0.015,-0.026,0.02,-0.03,-0.075,-0.075,-0.072,-0.095
0.001,-0.023,-0.024,0.012,0.013,-0.024,0.02,-0.03,-0.075,-0.075,-0.069,-0.095
0.006,-0.019,-0.025,0.007,0.015,-0.022,0.02,-0.03,-0.075,-0.075,-0.07,-0.095
0.005,-0.02,-0.025,0.008,0.015,-0.022,0.02,-0.03,-0.075,-0.075,-0.07,-0.095
0.004,-0.02,-0.024,0.009,0.014,-0.022,0.02,-0.03,-0.075,-0.075,-0.07,-0.099
0.013,-0.018,-0.031,0.003,0.022,-0.024,0.02,-0.03,-0.075,-0.075,-0.07,-0.1
0.011,-0.026,-0.037,0.008,0.025,-0.031,0.02,-0.03,-0.075,-0.075,-0.07,-0.1
0.006,-0.036,-0.041,0.015,0.024,-0.038,0.02,-0.031,-0.076,-0.075,-0.07,-0.1
0.015,-0.03,-0.045,0.008,0.03,-0.037,0.02,-0.035,-0.08,-0.075,-0.07,-0.1
0.016,-0.028,-0.043,0.007,0.029,-0.035,0.02,-0.035,-0.08,-0.075,-0.07,-0.1
0.015,-0.043,-0.058,0.015,0.036,-0.05,0.02,-0.035,-0.08,-0.075,-0.07,-0.1
0.015,-0.051,-0.066,0.018,0.041,-0.058,0.02,-0.035,-0.08,-0.075,-0.07,-0.1
0.015,-0.043,-0.058,0.014,0.037,-0.05,0.02,-0.035,-0.08,-0.075,-0.07,-0.1
0.015,-0.04,-0.055,0.013,0.035,-0.047,0.02,-0.035,-0.08,-0.075,-0.07,-0.1
0.015,-0.036,-0.051,0.011,0.033,-0.043,0.02,-0.039,-0.08,-0.075,-0.07,-0.1
0.015,-0.032,-0.047,0.009,0.031,-0.039,0.02,-0.04,-0.08,-0.075,-0.07,-0.1
0.015,-0.028,-0.043,0.007,0.029,-0.035,0.02,-0.04,-0.08,-0.075,-0.07,-0.1
0.016,-0.024,-0.04,0.004,0.028,-0.032,0.02,-0.04,-0.08,-0.075,-0.07,-0.1
0.02,-0.02,-0.04,0.0,0.03,-0.03,0.02,-0.04,-0.08,-0.075,-0.07,-0.1
0.02,-0.016,-0.036,-0.002,0.029,-0.026,0.016,-0.039,-0.08,-0.075,-0.07,-0.1
0.018,-0.015,-0.032,-0.001,0.025,-0.023,0.015,-0.046,-0.083,-0.075,-0.07,-0.1
0.012,-0.016,-0.028,0.002,0.02,-0.021,0.015,-0.053,-0.087,-0.075,-0.07,-0.1
0.011,-0.014,-0.025,0.002,0.018,-0.019,0.015,-0.056,-0.091,-0.075,-0.07,-0.1
0.015,-0.01,-0.025,-0.002,0.02,-0.017,0.015,-0.06,-0.095,-0.075,-0.07,-0.1
0.012,-0.01,-0.021,-0.001,0.016,-0.015,0.011,-0.06,-0.095,-0.075,-0.07,-0.1
0.006,-0.011,-0.016,0.003,0.011,-0.013,0.01,-0.06,-0.098,-0.075,-0.07,-0.1
0.007,-0.008,-0.015,0.001,0.011,-0.011,0.01,-0.06,-0.101,-0.075,-0.07,-0.1
0.01,-0.005,-0.014,-0.002,0.013,-0.01,0.01,-0.06,-0.1,-0.075,-0.071,-0.1
0.005,-0.005,-0.01,0.0,0.008,-0.007,0.01,-0.06,-0.1,-0.075,-0.075,-0.1
0.001,-0.005,-0.005,0.002,0.003,-0.005,0.01,-0.06,-0.1,-0.075,-0.079,-0.1
-0.001,-0.006,-0.006,0.004,0.003,-0.006,0.007,-0.06,-0.099,-0.078,-0.084,-0.099
0.002,0.0,-0.001,-0.001,0.002,-0.001,0.004,-0.06,-0.102,-0.082,-0.085,-0.102
0.006,0.013,0.006,-0.01,0.0,0.009,0.005,-0.06,-0.105,-0.086,-0.086,-0.105
0.01,0.02,0.01,-0.015,0.0,0.015,0.005,-0.06,-0.105,-0.09,-0.09,-0.105
0.009,0.027,0.018,-0.018,-0.004,0.023,0.005,-0.06,-0.105,-0.094,-0.094,-0.109
0.016,0.039,0.023,-0.028,-0.003,0.031,0.005,-0.063,-0.105,-0.098,-0.099,-0.11
0.02,0.049,0.029,-0.035,-0.005,0.039,0.003,-0.067,-0.105,-0.102,-0.1,-0.112
0.021,0.057,0.036,-0.04,-0.008,0.046,-0.001,-0.071,-0.106,-0.106,-0.101,-0.115
0.025,0.065,0.04,-0.045,-0.008,0.052,-0.005,-0.075,-0.11,-0.11,-0.105,-0.115
0.008,0.069,0.061,-0.039,-0.026,0.064,-0.009,-0.075,-0.11,-0.11,-0.105,-0.119
0.006,0.073,0.067,-0.04,-0.031,0.07,-0.01,-0.078,-0.113,-0.113,-0.108,-0.12
0.011,0.075,0.064,-0.044,-0.027,0.07,-0.011,-0.081,-0.115,-0.115,-0.11,-0.122
0.01,0.075,0.065,-0.043,-0.028,0.07,-0.016,-0.08,-0.116,-0.116,-0.111,-0.125
0.01,0.075,0.065,-0.043,-0.028,0.07,-0.02,-0.08,-0.12,-0.12,-0.115,-0.125
0.01,0.074,0.064,-0.042,-0.028,0.069,-0.02,-0.08,-0.12,-0.12,-0.115,-0.129
0.013,0.084,0.07,-0.049,-0.029,0.077,-0.022,-0.08,-0.123,-0.123,-0.114,-0.13
0.015,0.094,0.079,-0.055,-0.033,0.086,-0.028,-0.08,-0.126,-0.125,-0.117,-0.132
0.008,0.094,0.086,-0.051,-0.04,0.09,-0.03,-0.081,-0.125,-0.126,-0.12,-0.136
0.005,0.095,0.09,-0.05,-0.043,0.092,-0.03,-0.085,-0.125,-0.13,-0.12,-0.135
0.022,0.112,0.09,-0.067,-0.035,0.1,-0.034,-0.085,-0.125,-0.13,-0.12,-0.135
0.027,0.117,0.09,-0.072,-0.032,0.103,-0.035,-0.084,-0.124,-0.13,-0.123,-0.138
0.025,0.114,0.089,-0.07,-0.033,0.101,-0.035,-0.087,-0.127,-0.13,-0.126,-0.141
0.024,0.115,0.092,-0.069,-0.034,0.103,-0.035,-0.09,-0.13,-0.13,-0.125,-0.14
0.015,0.115,0.1,-0.065,-0.043,0.107,-0.035,-0.09,-0.13,-0.13,-0.125,-0.14
0.01,0.114,0.104,-0.063,-0.047,0.109,-0.035,-0.09,-0.13,-0.134,-0.125,-0.144
0.01,0.121,0.111,-0.066,-0.051,0.116,-0.035,-0.093,-0.13,-0.135,-0.125,-0.145
0.01,0.128,0.118,-0.069,-0.054,0.123,-0.037,-0.095,-0.13,-0.135,-0.125,-0.145
0.01,0.131,0.121,-0.07,-0.056,0.126,-0.041,-0.095,-0.131,-0.135,-0.126,-0.145
0.01,0.135,0.125,-0.073,-0.058,0.13,-0.045,-0.095,-0.135,-0.135,-0.13,-0.145
0.011,0.14,0.129,-0.075,-0.059,0.134,-0.049,-0.095,-0.135,-0.135,-0.13,-0.141
0.005,0.139,0.134,-0.072,-0.064,0.136,-0.05,-0.098,-0.138,-0.138,-0.133,-0.14
0.01,0.145,0.135,-0.078,-0.063,0.14,-0.049,-0.1,-0.14,-0.141,-0.136,-0.14
0.022,0.158,0.136,-0.09,-0.057,0.147,-0.051,-0.101,-0.141,-0.14,-0.134,-0.14
0.025,0.165,0.14,-0.095,-0.058,0.152,-0.055,-0.105,-0.145,-0.14,-0.13,-0.14
0.025,0.169,0.144,-0.097,-0.06,0.156,-0.055,-0.105,-0.146,-0.14,-0.13,-0.14
0.025,0.173,0.148,-0.099,-0.062,0.16,-0.054,-0.108,-0.142,-0.14,-0.13,-0.14
0.025,0.175,0.15,-0.1,-0.063,0.162,-0.057,-0.111,-0.139,-0.14,-0.13,-0.14
0.025,0.175,0.15,-0.1,-0.063,0.162,-0.06,-0.109,-0.14,-0.139,-0.129,-0.14
0.025,0.175,0.15,-0.1,-0.063,0.162,-0.06,-0.105,-0.14,-0.135,-0.125,-0.14
0.025,0.175,0.15,-0.1,-0.063,0.162,-0.06,-0.105,-0.136,-0.135,-0.125,-0.14
0.022,0.172,0.15,-0.097,-0.064,0.161,-0.061,-0.106,-0.135,-0.135,-0.125,-0.14
0.019,0.169,0.15,-0.094,-0.065,0.16,-0.058,-0.103,-0.135,-0.135,-0.125,-0.14
0.02,0.17,0.15,-0.095,-0.065,0.16,-0.055,-0.1,-0.135,-0.134,-0.124,-0.14
0.02,0.17,0.15,-0.095,-0.065,0.16,-0.055,-0.1,-0.135,-0.13,-0.12,-0.14
